name,colors,color_pairs,game_played_wr,opening_hand_wr,game_in_hand_wr
Agate Assault,R,"BR,RG,UR,WR",0.5359270707342203,0.5255643187381017,0.5311683030267821
Alania's Pathmaker,R,"BR,RG,UR,WR",0.5435447326162036,0.5376202398207932,0.5433611252906811
Artist's Talent,R,"BR,RG,UR,WR",0.4085603112840467,0.3333333333333333,0.3548387096774194
Bakersbane Duo,G,"RG,WG,BG,UG",0.5436298725559384,0.5604408219492596,0.5452334373182467
Bark-Knuckle Boxer,G,"RG,WG,BG,UG",0.5519578313253012,0.5729103111653447,0.5532786885245902
Blacksmith's Talent,R,"BR,RG,UR,WR",0.5426372712146422,0.5668764752163651,0.5525894287239722
Blooming Blast,R,"BR,RG,UR,WR",0.5368464961067854,0.5201314708299096,0.539749691521241
Brambleguard Captain,R,"BR,RG,UR,WR",0.5368513503622924,0.5152317880794702,0.5395136778115501
Brambleguard Veteran,G,"RG,WG,BG,UG",0.5484942496317884,0.5668995163890381,0.5607737005492319
Brazen Collector,R,"BR,RG,UR,WR",0.5425098157656297,0.5777684739376178,0.5419256143034707
Bushy Bodyguard,G,"RG,WG,BG,UG",0.5403981264637002,0.5287907869481766,0.5425599660369348
Byway Barterer,R,"BR,RG,UR,WR",0.5498988833201442,0.5547594677584442,0.5710503089143866
Cache Grab,G,"RG,WG,BG,UG",0.5368731563421829,0.5279524807826694,0.5394919168591225
Clifftop Lookout,G,"RG,WG,BG,UG",0.5179801894918173,0.49027946537059536,0.48989759202878497
Conduct Electricity,R,"BR,RG,UR,WR",0.5314280420584557,0.5207190737355272,0.5396014943960149
Coruscation Mage,R,"BR,RG,UR,WR",0.5325329617322329,0.5210355987055016,0.5214774281805745
Curious Forager,G,"RG,WG,BG,UG",0.5265646492434664,0.5040941658137155,0.5238513959111892
"Dragonhawk, Fate's Tempest",R,"BR,RG,UR,WR",0.5635495845854693,0.6169154228855721,0.6429840142095915
Druid of the Spade,G,"RG,WG,BG,UG",0.5045790251107829,0.484903934126258,0.4829059829059829
Emberheart Challenger,R,"BR,RG,UR,WR",0.5562519586336572,0.593235039028621,0.5772292993630573
Fecund Greenshell,G,"RG,WG,BG,UG",0.5626640873290037,0.6102819237147595,0.6187371310912835
Festival of Embers,R,"BR,RG,UR,WR",0.42138364779874216,0.4230769230769231,0.5373134328358209
